Состояние,Бренд,Модель,Процессор,Оперативная память (ГБ),Частота процессора,Количество ядер,Диагональ (дюйм),Разрешение экрана,Тип матрицы,Видеокарта,Тип,Назначение,Накопитель,Объем накопителя,ОС,Цвет,Емкость батареи,Доставка,Title,Link,Price
Б/у,HP,hp,Другой процессор,4,До 1.4 ГГц,4,14.1,2K (2560x1440),AMOLED,Другая видеокарта,Нетбук,"Для работы, учебы",HDD,1 ТБ,Другая ОС,Красный,Более 7000 мАч,Самовывоз,"HP hp, Другой процессор, 4 ГБ ОЗУ, 14.1 """,https://lalafo.kg/orto-saiy/ads/hp-hp-drugoj-processor-4-gb-ozu-141-id-98818936,15 000 KGS
Б/у,Asus,,,,,,,,,,,,,,,Черный,,,Asus,https://lalafo.kg/bishkek/ads/asus-id-99520252,16 000 KGS
Новый,Apple,macbook Air,Apple M1,8,2.0 - 2.4 ГГц,8,13.3,Full HD (1920х1200),Другой тип матрицы,,Ноутбук,Игровой,SSD,256 ГБ,Mac OS,Серый,5000 - 6000 мАч,Самовывоз,"Apple macbook Air, Apple M1, 8 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-macbook-air-apple-m1-8-gb-ozu-133-id-93703294,1 070 USD
Б/у,,,,,,,,,,,Ноутбук,,,,,,,,Вам срочно сейчас понадобились деньги?,https://lalafo.kg/bishkek/ads/vam-srocno-sejcas-ponadobilis-dengi-id-47734868,500 KGS
Б/у,,,,,,,,,,,,,,,,,,,"Срочный выкупов ноутбуков и нетбуков. Все модели Acer, Apple, Asus",https://lalafo.kg/bishkek/ads/srocnyj-vykupov-noutbukov-i-netbukov-vse-modeli-acer-apple-asus-id-52201588,3 500 KGS
Новый,Lenovo,Lenovo V14-ADA,Другой процессор,4,,,,,,,Ноутбук,"Для работы, учебы",,,,Серый,,Самовывоз,"Lenovo Lenovo V14-ADA, Другой процессор, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/lenovo-lenovo-v14-ada-drugoj-processor-4-gb-ozu-id-99232477,30 000 KGS
,Lenovo,,,,,,,,,,,,,,,,,,Куплю матрицу экран для ноутбука нужен 15.6 слим 30 пин,https://lalafo.kg/bishkek/ads/kuplu-matricu-ekran-dla-noutbuka-nuzen-156-slim-30-pin-id-96717677,Договорная
Новый,Dell,,AMD Ryzen 5,8,,4,,,,,Ноутбук,Игровой,,,Windows,Черный,,Самовывоз,"Dell AMD Ryzen 5, 8 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/dell-amd-ryzen-5-8-gb-ozu-id-92048310,500 USD
Б/у,Acer,,Intel Core i3,8,1.5 - 1.9 ГГц,4,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,3500 - 4000 мАч,Самовывоз,"Acer Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/dzhalal-abad/ads/acer-intel-core-i3-8-gb-ozu-156-id-98609183,11 999 KGS
,Lenovo,,,,2.0 - 2.4 ГГц,,15.6,,,,Ультрабук,"Для работы, учебы",,256 ГБ,Windows,Черный,,Бесплатная доставка,"Lenovo 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-156-id-89615282,16 000 KGS
Б/у,Acer,ASPIRE 3,Intel Pentium,4,До 1.4 ГГц,4,17,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ультрабук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,Более 7000 мАч,Самовывоз,"Acer ASPIRE 3, Intel Pentium, 4 ГБ ОЗУ, 17 """,https://lalafo.kg/tynchtyk/ads/acer-aspire-3-intel-pentium-4-gb-ozu-17-id-99483124,24 500 KGS
Б/у,Asus,,Intel Celeron,4,До 1.4 ГГц,2,,HD (1280x800),,,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,,Платная доставка,"Asus Intel Celeron, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-celeron-4-gb-ozu-id-94279387,10 000 KGS
Б/у,Asus,U435D,,4,2.5 - 2.9 ГГц,64,14,,,,Ноутбук,"Для работы, учебы",,,Windows,Коричневый,,Самовывоз,"Asus U435D, 4 ГБ ОЗУ, 14 """,https://lalafo.kg/bishkek/ads/asus-u435d-4-gb-ozu-14-id-99482497,15 000 KGS
Б/у,Apple,Макбук про,,,,,,,,,,,,,,Серебристый,,Самовывоз,Apple Макбук про,https://lalafo.kg/bishkek/ads/apple-makbuk-pro-id-99480150,20 000 KGS
Б/у,Acer,,,,,,15.6,,,,Ноутбук,Для несложных задач,,,Windows,Черный,,,"Acer 15.6 """,https://lalafo.kg/bishkek/ads/acer-156-id-98031551,17 000 KGS
,,,,,,,,,,,,,,,,Черный,,,Сумка для ноутбука,https://lalafo.kg/tokmak/ads/sumka-dla-noutbuka-id-98865583,Договорная
Б/у,HP,hp probook 4540s,Intel Core i3,8,2.0 - 2.4 ГГц,4,,HD (1280x800),IPS,,Ноутбук,"Для работы, учебы",HDD + SSD,256 ГБ,,,,Самовывоз,"Продаю ноутбук ho probook 4540s, 8 gb оперативной памяти hdd+ssd",https://lalafo.kg/osh/ads/prodau-noutbuk-ho-probook-4540s-8-gb-operativnoj-pamati-hddssd-id-99099782,16 000 KGS
Б/у,Dell,,,,,,,,,,,,,,,,,,Куплю ноутбук за 9000 +- ?еративка минимум 8 гигабайт,https://lalafo.kg/bishkek/ads/kuplu-noutbuk-za-9000-erativka-minimum-8-gigabajt-id-41594223,12 000 KGS
Б/у,Samsung,,Intel Atom,до 2,,2,,,,,Нетбук,"Для работы, учебы",,,,Черный,,Платная доставка,"Samsung Intel Atom, до 2 ГБ ОЗУ",https://lalafo.kg/aravan/ads/samsung-intel-atom-do-2-gb-ozu-id-82515698,5 000 KGS
Б/у,Acer,,AMD E,4,,,,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,"Продается компьютер Acer,в комплекте сумка,мышка и наушники",https://lalafo.kg/bishkek/ads/prodaetsa-komputer-acerv-komplekte-sumkamyska-i-nausniki-id-84480866,13 500 KGS
Б/у,Lenovo,,Intel Core i3,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,до 128 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Lenovo Intel Core i3, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-intel-core-i3-4-gb-ozu-156-id-75690086,23 000 KGS
Новый,HP,Laptop ,Intel Core i3,16,2.0 - 2.4 ГГц,8,15.6,Full HD (1920x1080),IPS,,Ноутбук,Игровой,SSD,256 ГБ,Windows,Серебристый,5000 - 6000 мАч,Бесплатная доставка,"HP Laptop Intel Core i3, 16 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-laptop-intel-core-i3-16-gb-ozu-156-id-98130776,55 000 KGS
Б/у,Apple,,,4,,2,13.1 - 14.0,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,MacBook Pro заменить надо аккумулятор . звонить и писать только на,https://lalafo.kg/kara-balta/ads/macbook-pro-zamenit-nado-akkumulator-zvonit-i-pisat-tolko-na-id-89056550,16 000 KGS
Б/у,Asus,ASUS,AMD Ryzen 5,8,Более 3 ГГц,12,15.6,Другое разрешение экрана,IPS,NVIDIA GeForce GTX 1650,Ноутбук,Игровой,SSD,512 ГБ,Windows,Черный,6000 - 7000 мАч,Самовывоз,"Asus ASUS, AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/asus-asus-amd-ryzen-5-8-gb-ozu-156-id-99670281,72 000 KGS
Б/у,Xiaomi,,Intel Core i7,16,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,,SSD,512 ГБ,Windows,,,,Ноутбук-MI -для программирования -модель-TM1802-D -процессор-core,https://lalafo.kg/osh/ads/noutbuk-mi-dla-programmirovania-model-tm1802-d-processor-core-id-89438333,58 000 KGS
Новый,Lenovo,,AMD Ryzen 5,,,12,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Ноутбук Lenovo ideapad Gaming 3 gtx1650 / Ryzen 5-5600H / 120hz,https://lalafo.kg/bishkek/ads/noutbuk-lenovo-ideapad-gaming-3-gtx1650-ryzen-5-5600h-120hz-id-96518589,110 000 KGS
Б/у,Acer,,,,,,15.6,,,,Ноутбук,Для несложных задач,,,Windows,Черный,,,"Acer 15.6 """,https://lalafo.kg/bishkek/ads/acer-156-id-98031551,17 000 KGS
,,,,,,,,,,,,,,,,Черный,,,Сумка для ноутбука,https://lalafo.kg/tokmak/ads/sumka-dla-noutbuka-id-98865583,Договорная
Б/у,HP,hp probook 4540s,Intel Core i3,8,2.0 - 2.4 ГГц,4,,HD (1280x800),IPS,,Ноутбук,"Для работы, учебы",HDD + SSD,256 ГБ,,,,Самовывоз,"Продаю ноутбук ho probook 4540s, 8 gb оперативной памяти hdd+ssd",https://lalafo.kg/osh/ads/prodau-noutbuk-ho-probook-4540s-8-gb-operativnoj-pamati-hddssd-id-99099782,16 000 KGS
Б/у,Dell,,,,,,,,,,,,,,,,,,Куплю ноутбук за 9000 +- ?еративка минимум 8 гигабайт,https://lalafo.kg/bishkek/ads/kuplu-noutbuk-za-9000-erativka-minimum-8-gigabajt-id-41594223,12 000 KGS
Б/у,Samsung,,Intel Atom,до 2,,2,,,,,Нетбук,"Для работы, учебы",,,,Черный,,Платная доставка,"Samsung Intel Atom, до 2 ГБ ОЗУ",https://lalafo.kg/aravan/ads/samsung-intel-atom-do-2-gb-ozu-id-82515698,5 000 KGS
Б/у,Acer,,AMD E,4,,,,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,"Продается компьютер Acer,в комплекте сумка,мышка и наушники",https://lalafo.kg/bishkek/ads/prodaetsa-komputer-acerv-komplekte-sumkamyska-i-nausniki-id-84480866,13 500 KGS
Б/у,Acer,ES1-533,Intel Celeron,4,До 1.4 ГГц,2,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,"Для работы, учебы",HDD,до 128 ГБ,Windows,Черный,6000 - 7000 мАч,Самовывоз,"Acer ES1-533, Intel Celeron, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-es1-533-intel-celeron-4-gb-ozu-156-id-73851161,16 000 KGS
Б/у,HP,EliteBook,,4,,,15.6,,,,Ноутбук,Игровой,SSD,до 128 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"HP EliteBook, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-elitebook-4-gb-ozu-156-id-99408980,18 000 KGS
Б/у,Lenovo,T470,Intel Core i5,8,2.5 - 2.9 ГГц,2,14,Full HD (1920x1080),IPS,Другая видеокарта,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,3500 - 4000 мАч,Самовывоз,"Lenovo T470, Intel Core i5, 8 ГБ ОЗУ, 14 """,https://lalafo.kg/bishkek/ads/lenovo-t470-intel-core-i5-8-gb-ozu-14-id-99479228,37 000 KGS
Б/у,Lenovo,Lenovo Ideapad 330S-15ARR,AMD Ryzen 5,8,,4,15.6,,,,Ноутбук,"Для работы, учебы",,128 ГБ,Windows,Серебристый,,Самовывоз,"Lenovo Lenovo Ideapad 330S-15ARR, AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-lenovo-ideapad-330s-15arr-amd-ryzen-5-8-gb-ozu-156-id-99478890,50 000 KGS
,Asus,X401A,Intel Pentium,4,2.0 - 2.4 ГГц,,14.1,,,,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus X401A, Intel Pentium, 4 ГБ ОЗУ, 14.1 """,https://lalafo.kg/osh/ads/asus-x401a-intel-pentium-4-gb-ozu-141-id-97626756,12 222 KGS
Новый,MSI,GF63,Intel Core i5,32,Более 3 ГГц,12,15.6,Full HD (1920x1080),IPS,NVIDIA GeForce GTX 1650 Max-Q,Ноутбук,Игровой,HDD + SSD,более 1 ТБ,Windows,Красный,,Самовывоз,"MSI GF63, Intel Core i5, 32 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/msi-gf63-intel-core-i5-32-gb-ozu-156-id-63105395,99 500 KGS
Б/у,Asus,,Intel Core i3,4,2.0 - 2.4 ГГц,,,,,,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-core-i3-4-gb-ozu-id-98037007,23 000 KGS
Б/у,Asus,X455L,Intel Core i5,4,2.0 - 2.4 ГГц,4,15,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Asus X455L, Intel Core i5, 4 ГБ ОЗУ, 15 """,https://lalafo.kg/bishkek/ads/asus-x455l-intel-core-i5-4-gb-ozu-15-id-75690031,26 000 KGS
Б/у,Acer,PEW 71,Intel Core i3,8,2.0 - 2.4 ГГц,2,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Acer PEW 71, Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-pew-71-intel-core-i3-8-gb-ozu-156-id-78863793,12 000 KGS
Новый,Acer,,AMD A6,,,6,,,,,Ноутбук,Игровой,,,,,,Платная доставка,"Ремонт,скупка, продажа ноутбуки, компьютеры и аксессуары",https://lalafo.kg/bishkek/ads/remontskupka-prodaza-noutbuki-komputery-i-aksessuary-id-96174642,Договорная
Б/у,Apple,,Intel Core i5,4,2.0 - 2.4 ГГц,2,13.3,2K (2560х1600),,,Ноутбук,"Для работы, учебы",SSD,128 ГБ,Mac OS,Белый,,Платная доставка,"Apple Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-intel-core-i5-4-gb-ozu-133-id-86091500,38 000 KGS
Б/у,Acer,DESKTOP,,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Acer DESKTOP, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-desktop-4-gb-ozu-156-id-83547180,15 500 KGS
Б/у,HP,hp,Другой процессор,4,До 1.4 ГГц,4,14.1,2K (2560x1440),AMOLED,Другая видеокарта,Нетбук,"Для работы, учебы",HDD,1 ТБ,Другая ОС,Красный,Более 7000 мАч,Самовывоз,"HP hp, Другой процессор, 4 ГБ ОЗУ, 14.1 """,https://lalafo.kg/orto-saiy/ads/hp-hp-drugoj-processor-4-gb-ozu-141-id-98818936,15 000 KGS
Б/у,Asus,,,,,,,,,,,,,,,Черный,,,Asus,https://lalafo.kg/bishkek/ads/asus-id-99520252,16 000 KGS
Новый,Apple,macbook Air,Apple M1,8,2.0 - 2.4 ГГц,8,13.3,Full HD (1920х1200),Другой тип матрицы,,Ноутбук,Игровой,SSD,256 ГБ,Mac OS,Серый,5000 - 6000 мАч,Самовывоз,"Apple macbook Air, Apple M1, 8 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-macbook-air-apple-m1-8-gb-ozu-133-id-93703294,1 070 USD
Б/у,Lenovo,Lenovo ,AMD A10,64,Более 3 ГГц,10,,,,,Ноутбук,"Для работы, учебы",,до 128 ГБ,Windows,Черный,,Самовывоз,"Lenovo Lenovo AMD A10, 64 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/lenovo-lenovo-amd-a10-64-gb-ozu-id-98599229,14 000 KGS
Б/у,Lenovo,G50-70,Intel Core i3,4,,,,,,,Ноутбук,Игровой,,1 ТБ,Windows,Черный,,Бесплатная доставка,"Lenovo G50-70, Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/kant/ads/lenovo-g50-70-intel-core-i3-4-gb-ozu-id-99478344,23 000 KGS
Б/у,Dell,Inspiron,Intel Celeron,6,1.5 - 1.9 ГГц,2,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,"Для работы, учебы",SSD,до 128 ГБ,Windows,Черный,4000 - 5000 мАч,Самовывоз,"Dell Inspiron, Intel Celeron, 6 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/dell-inspiron-intel-celeron-6-gb-ozu-156-id-78862850,14 000 KGS
Новый,Другой бренд ноутбука,,Intel Celeron,4,,4,11.6,HD (1366x768),AMOLED,Другая видеокарта,Ультрабук,"Для работы, учебы",SSD,128 ГБ,Windows,Белый,,Самовывоз,"Intel Celeron, 4 ГБ ОЗУ, 11.6 """,https://lalafo.kg/osh/ads/intel-celeron-4-gb-ozu-116-id-69246581,18 500 KGS
Б/у,Apple,,,8,2.5 - 2.9 ГГц,4,15.6,,,,,Игровой,SSD,256 ГБ,,,,Самовывоз,НОУТБУК,https://lalafo.kg/bishkek/ads/noutbuk-id-94860493,35 000 KGS
Б/у,Acer,,,,,,,,,,Нетбук,"Для работы, учебы",,128 ГБ,,Черный,,Самовывоз,Acer,https://lalafo.kg/bishkek/ads/acer-id-61466389,10 000 KGS
Б/у,Lenovo,,Intel Core i3,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,до 128 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Lenovo Intel Core i3, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-intel-core-i3-4-gb-ozu-156-id-75690086,23 000 KGS
Новый,HP,Laptop ,Intel Core i3,16,2.0 - 2.4 ГГц,8,15.6,Full HD (1920x1080),IPS,,Ноутбук,Игровой,SSD,256 ГБ,Windows,Серебристый,5000 - 6000 мАч,Бесплатная доставка,"HP Laptop Intel Core i3, 16 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-laptop-intel-core-i3-16-gb-ozu-156-id-98130776,55 000 KGS
Б/у,Apple,,,4,,2,13.1 - 14.0,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,MacBook Pro заменить надо аккумулятор . звонить и писать только на,https://lalafo.kg/kara-balta/ads/macbook-pro-zamenit-nado-akkumulator-zvonit-i-pisat-tolko-na-id-89056550,16 000 KGS
Б/у,Asus,ASUS,AMD Ryzen 5,8,Более 3 ГГц,12,15.6,Другое разрешение экрана,IPS,NVIDIA GeForce GTX 1650,Ноутбук,Игровой,SSD,512 ГБ,Windows,Черный,6000 - 7000 мАч,Самовывоз,"Asus ASUS, AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/asus-asus-amd-ryzen-5-8-gb-ozu-156-id-99670281,72 000 KGS
Б/у,Xiaomi,,Intel Core i7,16,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,,SSD,512 ГБ,Windows,,,,Ноутбук-MI -для программирования -модель-TM1802-D -процессор-core,https://lalafo.kg/osh/ads/noutbuk-mi-dla-programmirovania-model-tm1802-d-processor-core-id-89438333,58 000 KGS
Новый,Lenovo,,AMD Ryzen 5,,,12,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Ноутбук Lenovo ideapad Gaming 3 gtx1650 / Ryzen 5-5600H / 120hz,https://lalafo.kg/bishkek/ads/noutbuk-lenovo-ideapad-gaming-3-gtx1650-ryzen-5-5600h-120hz-id-96518589,110 000 KGS
Новый,MSI,GF63,Intel Core i5,32,Более 3 ГГц,12,15.6,Full HD (1920x1080),IPS,NVIDIA GeForce GTX 1650 Max-Q,Ноутбук,Игровой,HDD + SSD,более 1 ТБ,Windows,Красный,,Самовывоз,"MSI GF63, Intel Core i5, 32 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/msi-gf63-intel-core-i5-32-gb-ozu-156-id-63105395,99 500 KGS
Б/у,Asus,,Intel Core i3,4,2.0 - 2.4 ГГц,,,,,,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-core-i3-4-gb-ozu-id-98037007,23 000 KGS
Б/у,Asus,X455L,Intel Core i5,4,2.0 - 2.4 ГГц,4,15,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Asus X455L, Intel Core i5, 4 ГБ ОЗУ, 15 """,https://lalafo.kg/bishkek/ads/asus-x455l-intel-core-i5-4-gb-ozu-15-id-75690031,26 000 KGS
Б/у,Acer,PEW 71,Intel Core i3,8,2.0 - 2.4 ГГц,2,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Acer PEW 71, Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-pew-71-intel-core-i3-8-gb-ozu-156-id-78863793,12 000 KGS
Новый,Acer,,AMD A6,,,6,,,,,Ноутбук,Игровой,,,,,,Платная доставка,"Ремонт,скупка, продажа ноутбуки, компьютеры и аксессуары",https://lalafo.kg/bishkek/ads/remontskupka-prodaza-noutbuki-komputery-i-aksessuary-id-96174642,Договорная
Б/у,Apple,,Intel Core i5,4,2.0 - 2.4 ГГц,2,13.3,2K (2560х1600),,,Ноутбук,"Для работы, учебы",SSD,128 ГБ,Mac OS,Белый,,Платная доставка,"Apple Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-intel-core-i5-4-gb-ozu-133-id-86091500,38 000 KGS
Б/у,Acer,DESKTOP,,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Acer DESKTOP, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-desktop-4-gb-ozu-156-id-83547180,15 500 KGS
